object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D02-S04,Eastfen,2021_02,1698.07,1.7544,145.33,1.509,77.61,164.71,1237376.0,299212.0,1002.4,85.0,19.0,3.07,645.12,696.74,0.306,24.44,23.64,147208.0,0.12,0.0,3773.0,4.91,0.17,1.28,0.07,2363740.0,0.0,351502.0
R01-D03-S01,Southwater,2021_02,213.25,1.334,208.91,2.968,29.43,41.44,1205713.0,275111.0,1017.1,10.0,3.0,7.7,161.37,66.45,0.49,58.97,19.13,125883.0,0.1,1.0,2625.0,0.52,0.46,4.29,0.11,1398228.0,719849.0,629890.0
R01-D03-S02,Southwater,2021_02,1223.73,1.4957,127.81,2.839,58.58,111.08,242858.0,60200.0,970.7,57.0,17.0,32.82,283.3,283.81,0.382,33.92,27.38,26486.0,0.3,0.0,843.0,20.34,0.14,1.37,0.37,1785425.0,914397.0,395038.0
R01-D03-S03,Southwater,2021_02,1577.0,0.0,0.0,2.457,115.2,237.26,967574.0,235510.0,945.6,130.0,12.0,62.76,786.7,323.26,0.366,30.04,28.44,112635.0,0.06,0.0,746.0,0.57,0.12,0.15,0.12,707956.0,268614.0,695991.0
R01-D03-S04,Southwater,2021_02,986.09,0.0,0.0,3.487,64.02,158.71,346307.0,78070.0,935.1,54.0,11.0,8.73,609.46,310.16,0.3,44.3,24.12,37582.0,0.05,0.0,355.0,1.66,0.11,2.08,0.05,3511104.0,960801.0,560615.0
R01-D04-S01,Westmoor,2021_02,728.47,0.7844,73.14,3.244,85.78,134.83,1025254.0,240229.0,999.6,50.0,17.0,13.85,663.07,205.87,0.431,56.49,23.61,125518.0,0.39,0.0,2058.0,6.27,0.14,2.19,0.27,3514908.0,332823.0,254621.0
R01-D04-S02,Westmoor,2021_02,1665.24,0.9662,136.01,0.815,54.12,134.63,287029.0,60466.0,1008.4,96.0,27.0,17.88,548.9,660.47,0.3,18.83,26.62,23527.0,0.18,0.0,3024.0,21.7,0.36,4.12,0.27,4307316.0,1518061.0,52952.0
R01-D04-S03,Westmoor,2021_02,490.29,2.3269,402.04,2.937,47.5,98.5,766304.0,186551.0,966.9,29.0,5.0,3.04,205.73,213.97,0.319,22.51,30.46,73351.0,0.6,1.0,1539.0,0.01,0.14,1.56,0.58,939753.0,2167790.0,816366.0
R01-D05-S01,Riverend,2021_02,1334.51,1.3249,118.92,0.913,99.27,148.34,566356.0,121324.0,1044.3,89.0,19.0,36.1,340.84,476.63,0.365,23.71,31.12,48520.0,0.3,1.0,4364.0,47.03,1.09,2.44,1.03,1160290.0,1421832.0,346782.0
R01-D05-S02,Riverend,2021_02,1459.47,0.0,0.0,3.226,117.41,244.22,420249.0,102131.0,1007.5,65.0,37.0,84.36,1721.39,175.82,0.665,58.19,18.54,38737.0,0.23,1.0,421.0,7.58,0.41,0.98,1.13,270319.0,511759.0,1192354.0
R01-D05-S03,Riverend,2021_02,690.03,1.1746,137.78,2.095,46.22,79.12,180524.0,39576.0,930.4,32.0,5.0,29.64,243.62,217.05,0.616,64.26,20.77,14262.0,0.26,0.0,397.0,6.47,0.14,1.8,0.03,0.0,0.0,491033.0
R01-D06-S01,Lakeshire,2021_02,518.19,0.0,0.0,3.018,86.1,195.25,1281842.0,315542.0,964.8,52.0,15.0,23.08,585.59,55.24,0.66,83.05,15.75,102884.0,0.39,5.0,3985.0,2.74,0.34,4.78,0.72,1095891.0,1042491.0,111750.0
R01-D06-S02,Lakeshire,2021_02,1251.38,0.0,0.0,1.955,74.38,191.65,985245.0,233042.0,906.2,65.0,24.0,35.71,479.69,339.27,0.5,38.58,21.65,70471.0,0.13,0.0,639.0,27.01,0.25,1.34,0.46,1738295.0,1268382.0,614516.0
R01-D06-S03,Lakeshire,2021_02,793.75,1.9625,331.55,2.557,40.83,103.19,251129.0,51638.0,925.6,77.0,21.0,22.76,506.56,379.73,0.587,46.88,19.68,32611.0,1.03,0.0,545.0,29.21,0.8,2.97,1.96,1377512.0,718630.0,718365.0
R01-D01-S01,Northmere,2021_03,989.98,2.4049,337.02,0.83,45.03,97.23,1278492.0,268034.0,1046.3,116.0,21.0,5.39,1082.31,202.21,0.918,91.25,4.07,134803.0,0.37,0.0,3948.0,5.14,0.01,1.93,0.53,627616.0,2023066.0,209524.0
R01-D01-S02,Northmere,2021_03,1614.92,1.3324,161.89,1.798,47.6,99.09,224295.0,51521.0,1039.0,214.0,30.0,53.31,983.49,248.47,0.697,79.7,8.78,24044.0,0.3,1.0,458.0,5.8,0.85,1.56,0.61,3073666.0,0.0,674476.0
R01-D01-S03,Northmere,2021_03,1680.97,0.0,0.0,2.441,83.47,185.31,679261.0,158306.0,909.6,97.0,52.0,20.1,2071.05,742.96,0.76,64.53,9.99,87889.0,1.01,2.0,1661.0,31.28,0.46,4.49,0.31,2142094.0,908071.0,404323.0
R01-D01-S04,Northmere,2021_03,1337.0,0.9754,146.29,3.897,58.59,105.47,1155299.0,248926.0,1034.0,101.0,23.0,60.72,1700.11,355.91,0.698,72.63,16.8,148078.0,0.74,2.0,16277.0,6.44,0.04,2.57,1.76,4601877.0,1796369.0,796590.0
R01-D02-S01,Eastfen,2021_03,1040.1,0.2179,36.33,2.891,96.82,161.1,105307.0,21904.0,1011.7,63.0,13.0,18.69,555.8,210.52,0.355,46.16,31.52,10687.0,0.75,0.0,0.0,6.07,0.09,7.33,1.56,2080960.0,60338.0,899797.0
R01-D02-S02,Eastfen,2021_03,786.49,0.0,0.0,1.163,52.77,91.83,585372.0,126779.0,919.5,30.0,8.0,6.05,301.35,169.43,0.412,49.88,31.19,62031.0,0.26,0.0,4575.0,4.59,0.63,0.91,0.62,4661384.0,1297230.0,734186.0
R01-D02-S03,Eastfen,2021_03,608.44,0.0,0.0,3.414,75.46,115.97,1014697.0,208281.0,1005.0,24.0,7.0,10.97,304.19,113.78,0.326,35.04,23.59,127715.0,0.43,1.0,3007.0,2.16,0.07,3.01,0.4,1751368.0,505077.0,205512.0
R01-D02-S04,Eastfen,2021_03,1698.07,0.0,0.0,1.509,67.87,134.93,1232627.0,304568.0,1002.4,38.0,22.0,58.98,1261.84,827.65,0.395,25.95,26.76,142602.0,0.13,1.0,5131.0,2.13,0.12,3.37,0.34,894882.0,525284.0,403934.0
R01-D03-S01,Southwater,2021_03,213.25,0.0,0.0,2.968,59.49,116.65,1207412.0,247759.0,1017.1,19.0,3.0,6.75,173.4,49.87,0.528,55.43,26.56,136978.0,0.19,2.0,3239.0,0.86,0.36,0.64,0.43,2783542.0,0.0,1400060.0
R01-D03-S02,Southwater,2021_03,1223.73,0.8256,127.5,2.839,104.77,190.57,244860.0,60099.0,970.7,23.0,13.0,7.23,656.27,401.74,0.3,31.65,30.24,17830.0,0.13,1.0,1538.0,24.47,0.48,3.29,0.25,5044029.0,237497.0,0.0
R01-D03-S03,Southwater,2021_03,1577.0,0.0,0.0,2.457,73.83,103.92,947954.0,197654.0,945.6,136.0,22.0,61.14,1298.58,425.68,0.445,38.18,21.94,102665.0,0.15,0.0,1238.0,3.52,0.05,1.16,0.04,0.0,0.0,0.0
R01-D03-S04,Southwater,2021_03,986.09,0.0,0.0,3.487,67.66,101.77,356686.0,88350.0,935.1,29.0,8.0,19.59,590.92,118.4,0.424,25.58,31.88,37210.0,0.05,0.0,8.0,0.81,0.19,1.19,0.16,42551.0,843029.0,513799.0
R01-D04-S01,Westmoor,2021_03,728.47,1.3056,244.31,3.244,74.58,142.93,1019268.0,237866.0,999.6,45.0,12.0,11.76,257.31,342.13,0.537,43.21,27.73,99703.0,0.65,1.0,2622.0,7.76,0.03,4.71,0.5,1846012.0,545241.0,0.0
R01-D04-S02,Westmoor,2021_03,1665.24,1.4303,233.99,0.815,42.72,68.7,279554.0,62729.0,1008.4,45.0,25.0,34.29,985.66,244.12,0.3,34.58,25.63,32843.0,0.14,0.0,506.0,8.0,0.64,0.01,0.57,2532846.0,0.0,286019.0
R01-D04-S03,Westmoor,2021_03,490.29,0.616,59.02,2.937,53.63,119.78,767087.0,175856.0,966.9,17.0,7.0,14.78,279.49,99.54,0.39,38.6,32.99,95971.0,0.19,1.0,5154.0,0.36,0.43,1.37,0.54,271110.0,792712.0,0.0
R01-D05-S01,Riverend,2021_03,1334.51,0.0,0.0,0.913,49.65,92.38,557538.0,116092.0,1044.3,42.0,20.0,37.56,289.43,622.88,0.453,48.95,30.26,46561.0,0.53,0.0,3369.0,3.55,0.28,0.35,0.6,2433333.0,1969252.0,835309.0
R01-D05-S02,Riverend,2021_03,1459.47,0.0,0.0,3.226,116.41,181.16,430167.0,89211.0,1007.5,124.0,15.0,75.7,948.48,561.11,0.607,59.57,17.15,50808.0,0.39,1.0,1847.0,2.48,0.71,0.27,0.64,3864035.0,2128085.0,331573.0
R01-D05-S03,Riverend,2021_03,690.03,0.7123,137.7,2.095,56.26,84.83,183031.0,42153.0,930.4,63.0,8.0,10.97,396.64,205.53,0.521,70.6,16.23,14832.0,0.23,0.0,173.0,3.14,0.58,4.31,0.39,1982464.0,470968.0,361894.0
R01-D06-S01,Lakeshire,2021_03,518.19,1.3412,116.36,3.018,73.35,111.5,1307738.0,299895.0,964.8,72.0,4.0,27.4,514.33,147.94,0.748,82.82,13.95,136955.0,0.12,1.0,3822.0,2.87,0.24,1.91,0.99,2133034.0,760613.0,0.0
R01-D06-S02,Lakeshire,2021_03,1251.38,0.6992,128.09,1.955,92.18,131.51,996991.0,215072.0,906.2,65.0,17.0,15.15,332.42,507.73,0.468,59.74,24.59,110509.0,0.24,3.0,7337.0,13.38,0.48,4.36,1.5,2235302.0,1274813.0,617757.0
R01-D06-S03,Lakeshire,2021_03,793.75,1.223,235.11,2.557,21.46,33.48,247642.0,57318.0,925.6,31.0,16.0,38.2,343.3,208.68,0.446,46.19,18.76,27317.0,0.35,0.0,682.0,0.01,0.2,0.01,0.45,1378321.0,2133809.0,1232501.0
R01-D01-S01,Northmere,2021_04,989.98,0.0,0.0,0.83,87.89,151.41,1283252.0,313965.0,1046.3,99.0,16.0,31.53,1430.79,433.38,0.784,95.36,10.6,120275.0,0.25,2.0,8059.0,16.67,0.44,5.12,1.06,3294571.0,404931.0,616635.0
R01-D01-S02,Northmere,2021_04,1614.92,0.0,0.0,1.798,115.25,199.5,228750.0,54265.0,1039.0,157.0,30.0,17.46,2138.11,713.96,0.849,61.76,14.42,22772.0,0.66,0.0,1646.0,6.39,0.24,1.16,0.43,1488583.0,131014.0,1220027.0
R01-D01-S03,Northmere,2021_04,1680.97,1.1123,89.43,2.441,72.98,175.93,699156.0,147612.0,909.6,178.0,18.0,41.09,1076.24,240.19,0.585,80.69,18.94,66451.0,0.99,1.0,2896.0,9.02,0.01,9.19,0.32,0.0,839923.0,646507.0
R01-D01-S04,Northmere,2021_04,1337.0,0.5507,79.9,3.897,64.1,135.02,1134451.0,232849.0,1034.0,174.0,30.0,61.15,1182.69,602.12,0.714,82.79,14.22,121716.0,0.21,3.0,9722.0,14.0,0.3,0.99,0.78,3183600.0,0.0,522026.0
R01-D02-S01,Eastfen,2021_04,1040.1,1.991,347.7,2.891,79.4,183.11,102564.0,23705.0,1011.7,28.0,7.0,12.14,443.36,213.16,0.382,17.96,28.15,8364.0,0.17,0.0,1325.0,6.42,0.25,1.78,2.29,3763968.0,1965477.0,307056.0
R01-D02-S02,Eastfen,2021_04,786.49,0.7265,137.35,1.163,92.46,192.05,574416.0,118159.0,919.5,60.0,10.0,26.29,229.28,124.29,0.443,49.22,31.15,71728.0,0.12,1.0,3393.0,6.7,0.28,1.26,0.82,1821053.0,48639.0,846829.0
R01-D02-S03,Eastfen,2021_04,608.44,0.0,0.0,3.414,63.6,145.8,1000246.0,215648.0,1005.0,46.0,5.0,19.4,257.8,265.74,0.371,43.42,24.24,119235.0,0.33,1.0,906.0,2.66,0.29,1.17,0.15,950652.0,885450.0,544903.0
R01-D02-S04,Eastfen,2021_04,1698.07,2.135,401.96,1.509,44.17,65.25,1238306.0,253749.0,1002.4,78.0,10.0,62.37,1246.18,729.83,0.395,25.74,22.95,113914.0,0.05,1.0,1420.0,11.68,0.19,1.25,0.38,346978.0,1005417.0,789691.0
R01-D03-S01,Southwater,2021_04,213.25,1.4782,255.42,2.968,122.88,175.52,1179568.0,269586.0,1017.1,11.0,4.0,3.09,162.14,50.94,0.416,49.31,28.49,114561.0,0.38,1.0,3045.0,1.16,0.43,0.09,0.76,2318993.0,1057369.0,432113.0
R01-D03-S02,Southwater,2021_04,1223.73,0.0,0.0,2.839,70.62,179.25,247211.0,50827.0,970.7,67.0,12.0,2.47,457.51,301.22,0.3,26.17,27.56,31697.0,0.57,0.0,1823.0,3.95,0.14,4.37,0.47,0.0,1028256.0,0.0
R01-D03-S03,Southwater,2021_04,1577.0,0.6465,59.27,2.457,63.91,123.55,955503.0,231081.0,945.6,81.0,30.0,5.66,552.16,772.74,0.527,54.76,25.37,82653.0,0.06,1.0,1101.0,2.32,0.21,0.31,0.09,643280.0,450823.0,951616.0
R01-D03-S04,Southwater,2021_04,986.09,0.0,0.0,3.487,94.28,234.03,356680.0,76689.0,935.1,42.0,7.0,21.39,391.54,426.59,0.485,24.61,24.28,38439.0,0.12,0.0,584.0,1.65,0.1,0.3,0.04,0.0,0.0,613849.0
R01-D04-S01,Westmoor,2021_04,728.47,1.2625,152.46,3.244,66.75,108.73,1008952.0,228873.0,999.6,52.0,14.0,32.9,247.89,92.87,0.512,59.27,26.29,125129.0,0.12,1.0,0.0,1.0,0.27,1.14,0.66,1020214.0,364795.0,156117.0
R01-D04-S02,Westmoor,2021_04,1665.24,0.2575,49.74,0.815,110.51,259.54,280091.0,58409.0,1008.4,101.0,16.0,33.39,609.72,195.35,0.304,39.88,29.7,35002.0,0.75,0.0,433.0,2.91,0.74,1.41,0.71,3756564.0,1601497.0,774642.0
R01-D04-S03,Westmoor,2021_04,490.29,0.0,0.0,2.937,75.89,137.52,778301.0,158338.0,966.9,22.0,3.0,9.01,109.45,203.57,0.3,43.1,24.01,97626.0,0.24,0.0,1820.0,2.56,0.79,0.81,0.06,179293.0,1302712.0,401595.0
R01-D05-S01,Riverend,2021_04,1334.51,1.8517,218.91,0.913,119.09,277.92,572860.0,130980.0,1044.3,37.0,7.0,26.59,548.07,142.06,0.301,36.47,32.8,59812.0,0.59,1.0,3052.0,5.1,0.32,2.83,0.21,698326.0,942878.0,627129.0
R01-D05-S02,Riverend,2021_04,1459.47,0.0,0.0,3.226,44.29,112.12,420068.0,97544.0,1007.5,88.0,16.0,0.96,1003.1,293.04,0.532,75.66,15.1,48318.0,0.09,0.0,598.0,12.89,0.09,0.67,0.31,219356.0,1335824.0,1095941.0
R01-D05-S03,Riverend,2021_04,690.03,0.8661,94.38,2.095,81.59,179.63,179915.0,38088.0,930.4,59.0,16.0,5.93,444.85,205.28,0.652,65.06,22.35,13653.0,0.12,0.0,975.0,3.85,0.41,2.69,0.34,1284023.0,1089187.0,0.0
R01-D06-S01,Lakeshire,2021_04,518.19,1.4464,220.64,3.018,43.29,103.09,1284180.0,287015.0,964.8,27.0,5.0,5.96,607.98,156.12,0.65,82.5,15.67,120865.0,0.56,3.0,2301.0,1.5,0.32,1.11,1.87,1306158.0,1544319.0,326827.0
R01-D06-S02,Lakeshire,2021_04,1251.38,2.2588,367.0,1.955,51.05,78.9,982602.0,202791.0,906.2,67.0,8.0,60.08,341.65,364.85,0.431,47.12,18.57,83597.0,0.23,1.0,3288.0,3.66,0.94,0.01,0.55,535484.0,899530.0,0.0
R01-D06-S03,Lakeshire,2021_04,793.75,1.5605,285.58,2.557,52.9,85.56,250541.0,61260.0,925.6,65.0,17.0,12.74,274.23,347.45,0.533,48.09,18.12,18404.0,0.74,1.0,2819.0,6.03,1.13,2.33,0.4,4113904.0,795323.0,675315.0
R01-D01-S01,Northmere,2021_05,989.98,0.0,0.0,0.83,99.61,240.71,1289414.0,272322.0,1046.3,107.0,14.0,55.11,629.55,439.14,0.811,76.71,9.18,91125.0,0.6,2.0,5695.0,21.51,0.42,3.52,0.23,1580201.0,884535.0,479409.0
R01-D01-S02,Northmere,2021_05,1614.92,1.0525,201.11,1.798,89.67,163.22,224070.0,47606.0,1039.0,180.0,21.0,62.12,825.61,270.16,0.656,74.66,12.77,19871.0,0.84,0.0,273.0,13.54,0.36,1.21,0.44,3002854.0,1239226.0,1220595.0
R01-D01-S03,Northmere,2021_05,1680.97,2.7295,228.3,2.441,68.46,99.65,691352.0,155808.0,909.6,112.0,49.0,82.0,724.09,260.26,0.594,53.39,10.33,50328.0,0.38,0.0,573.0,5.11,0.73,0.01,0.73,965598.0,1527841.0,472726.0
R01-D01-S04,Northmere,2021_05,1337.0,1.7442,252.59,3.897,80.21,174.03,1124032.0,231998.0,1034.0,74.0,17.0,17.28,1717.05,255.75,0.69,83.2,16.6,95944.0,0.27,4.0,2210.0,23.12,0.47,3.25,0.46,29208.0,680254.0,851756.0
R01-D02-S01,Eastfen,2021_05,1040.1,0.5225,90.27,2.891,82.66,157.31,102322.0,24424.0,1011.7,31.0,4.0,22.09,568.28,141.4,0.327,27.23,35.44,10262.0,0.86,0.0,869.0,4.97,0.39,16.67,0.79,2212214.0,933350.0,584858.0
R01-D02-S02,Eastfen,2021_05,786.49,1.658,265.4,1.163,109.5,241.53,587164.0,119832.0,919.5,37.0,10.0,8.3,571.56,180.35,0.495,27.62,25.81,71963.0,0.47,1.0,1610.0,6.59,0.23,6.99,0.78,3824409.0,651044.0,155216.0
R01-D02-S03,Eastfen,2021_05,608.44,2.4016,399.65,3.414,102.02,159.62,1036391.0,222422.0,1005.0,35.0,6.0,3.6,206.94,84.46,0.359,30.76,23.07,126395.0,0.31,2.0,1884.0,0.46,0.24,1.83,0.11,1632370.0,778811.0,859618.0
R01-D02-S04,Eastfen,2021_05,1698.07,1.2025,100.9,1.509,84.79,158.68,1227550.0,305972.0,1002.4,127.0,22.0,29.49,489.29,727.6,0.453,40.26,24.62,131976.0,0.12,1.0,2798.0,2.66,0.05,0.53,0.4,2645473.0,0.0,127371.0
R01-D03-S01,Southwater,2021_05,213.25,0.0,0.0,2.968,46.57,80.51,1173763.0,236136.0,1017.1,13.0,4.0,4.77,181.58,71.33,0.445,37.97,22.3,120712.0,0.31,1.0,2823.0,0.6,0.5,2.33,0.68,2856765.0,832485.0,519627.0
R01-D03-S02,Southwater,2021_05,1223.73,2.9241,399.31,2.839,72.38,143.42,243474.0,56437.0,970.7,62.0,9.0,12.72,425.73,598.77,0.3,20.41,35.8,21158.0,0.2,1.0,229.0,11.09,0.15,4.28,0.13,603500.0,1191589.0,235141.0
R01-D03-S03,Southwater,2021_05,1577.0,0.8262,128.81,2.457,56.14,132.65,957481.0,192687.0,945.6,93.0,11.0,6.85,648.93,693.28,0.518,39.85,28.56,92875.0,0.03,0.0,290.0,2.6,0.11,0.12,0.07,1127081.0,843870.0,755470.0
